Latitude,Longitude,Sample Date,red
-25.20639,27.558,2011-07-19,
-24.69514,27.40906,2011-07-19,10103.0
-27.169444,29.233889,2011-07-19,12828.0
-33.38056,19.30167,2011-07-19,9856.0
-33.31388889,19.07472222,2011-07-19,8555.0
-27.495556,26.074722,2011-07-19,12815.0
-29.161667,23.696389,2011-07-20,
-27.01011111,26.69808333,2011-07-20,9294.5
-28.75,30.442778,2011-07-20,10939.0
-29.161667,30.629722,2011-07-20,10052.0
-30.534167,24.961944,2011-07-20,10794.0
-34.092222,21.295278,2011-07-20,9499.0
-33.13083,18.86278,2011-07-20,10841.0
-31.000833,26.353056,2011-07-21,9657.0
-33.7075,18.97444444,2011-07-21,8736.0
-25.99136,27.84208,2011-07-25,9873.5
-26.861111,28.884722,2011-07-25,11155.0
-26.006389,29.253889,2011-07-26,8900.0
-29.380556,30.2775,2011-07-26,10014.0
-26.648056,27.089444,2011-07-26,12231.0
-26.880278,26.965,2011-07-26,11493.0
-26.98472222,26.63227778,2011-07-26,11976.0
-28.141944,26.417778,2011-07-26,10430.0
-27.044444,27.005,2011-07-26,12945.0
-33.501667,21.624167,2011-07-26,9830.0
-25.45963889,28.26430556,2011-07-26,11096.0
-29.161667,23.696389,2011-07-27,12416.0
-25.81048333,27.90955222,2011-07-27,10917.0
-34.065833,20.404167,2011-07-27,8231.0
-23.23572222,27.717,2011-07-27,11150.0
-27.4275,28.525833,2011-07-27,
-27.935,26.126667,2011-07-27,11911.0
-29.033333,23.983333,2011-07-27,
-34.075556,20.145556,2011-07-27,10224.5
-22.91028,29.61111,2011-07-28,10618.0
-24.925278,29.324444,2011-07-28,
-26.905,32.324722,2011-07-28,
-27.38972222,26.46388889,2011-07-28,11587.5
-27.398611,26.614722,2011-07-28,10734.5
-27.671111,27.236944,2011-07-28,10926.0
-28.404444,30.013056,2011-07-29,10724.0
-28.058889,30.373611,2011-07-29,10705.5
-28.760833,17.730278,2011-07-31,12483.0
-29.7775,29.470833,2011-08-01,
-29.987778,29.851667,2011-08-01,9995.5
-29.744167,29.905833,2011-08-01,10856.5
-27.169444,29.233889,2011-08-01,12828.0
-26.45,28.085833,2011-08-01,12540.0
-27.4,26.624722,2011-08-01,10925.0
-25.127778,27.628889,2011-08-02,
-25.20639,27.558,2011-08-02,
-24.69514,27.40906,2011-08-02,10103.0
-30.733889,29.828333,2011-08-02,10034.5
-27.802778,28.768333,2011-08-02,15073.0
-30.160091,27.40124,2011-08-02,11063.0
-30.336111,27.359444,2011-08-02,10645.0
-34.405833,19.600556,2011-08-02,
-27.01011111,26.69808333,2011-08-03,9294.5
-30.830556,26.921389,2011-08-03,10161.0
-30.398056,30.601944,2011-08-03,9451.0
-27.00222,28.76528,2011-08-03,11318.5
-27.02314,28.59389,2011-08-03,9902.0
-26.970278,27.211111,2011-08-03,8329.5
-27.4275,28.525833,2011-08-03,
-27.3,28.586944,2011-08-03,11956.0
-27.398611,26.614722,2011-08-03,10734.5
-30.679722,26.7125,2011-08-03,
-27.495556,26.074722,2011-08-03,12815.0
-29.803611,30.516111,2011-08-05,9993.5
-26.73806,27.59194,2011-08-07,
-25.99136,27.84208,2011-08-08,10356.0
-26.861111,28.884722,2011-08-08,11067.5
-26.45,28.085833,2011-08-08,12459.0
-29.160278,26.573333,2011-08-08,10826.0
-27.01011111,26.69808333,2011-08-09,9294.5
-27.00222,28.76528,2011-08-09,
-26.880278,26.965,2011-08-09,11493.0
-26.98472222,26.63227778,2011-08-09,11976.0
-28.69485,28.23487,2011-08-09,9414.5
-29.615556,27.065278,2011-08-09,11889.5
-28.883333,27.89,2011-08-09,10036.0
-25.45963889,28.26430556,2011-08-09,
-29.161667,23.696389,2011-08-10,12186.0
-25.81048333,27.90955222,2011-08-10,10859.0
-29.641944,30.6875,2011-08-10,9297.5
-27.602222,29.942778,2011-08-10,
-31.554722,29.245556,2011-08-10,9819.5
-34.039722,22.133333,2011-08-10,9760.0
-32.502778,19.535833,2011-08-10,
-31.5653,18.3306,2011-08-10,10145.0
-31.860278,18.6875,2011-08-11,
-30.830556,26.921389,2011-08-11,10198.0
-22.43772222,31.07805556,2011-08-11,10012.0
-28.735556,29.820556,2011-08-11,10230.0
-31.000833,26.353056,2011-08-11,10538.0
-30.679722,26.7125,2011-08-11,
-30.160091,27.40124,2011-08-11,11389.0
-30.336111,27.359444,2011-08-11,9852.0
-30.568333,29.422778,2011-08-11,9906.5
-30.570833,29.150556,2011-08-11,11601.5
-31.104278,29.399722,2011-08-11,9465.0
-34.250556,20.9925,2011-08-11,8162.0
-27.573056,24.746389,2011-08-12,9686.0
-29.658056,25.973333,2011-08-12,11258.5
-30.534167,24.961944,2011-08-12,10345.0
-28.460833,21.248889,2011-08-12,
-30.86013889,29.07125,2011-08-12,
-30.77586667,29.03221667,2011-08-12,11372.0
-23.838611,31.640833,2011-08-13,
-28.760833,17.730278,2011-08-14,
-26.970278,27.211111,2011-08-15,8329.5
-26.73806,27.59194,2011-08-15,
-27.044444,27.005,2011-08-15,12945.0
-24.679167,30.8025,2011-08-16,10583.0
-25.127778,27.628889,2011-08-16,
-25.20639,27.558,2011-08-16,
-24.69514,27.40906,2011-08-16,10103.0
-27.169444,29.233889,2011-08-16,12828.0
-26.648056,27.089444,2011-08-16,12231.0
-29.160278,26.573333,2011-08-16,10826.0
-33.38056,19.30167,2011-08-16,9856.0
-33.31388889,19.07472222,2011-08-16,8555.0
-27.495556,26.074722,2011-08-16,12815.0
-29.161667,23.696389,2011-08-17,12229.0
-22.769722,30.886944,2011-08-17,10166.0
-24.058889,31.237222,2011-08-17,
-28.75,30.442778,2011-08-17,10939.0
-29.161667,30.629722,2011-08-17,10052.0
-27.802778,28.768333,2011-08-17,11237.0
-29.033333,23.983333,2011-08-17,11657.0
-33.980556,21.653333,2011-04-06,11839.0
-33.980556,21.653333,2011-08-17,10968.0
-33.980556,21.653333,2011-09-27,10968.0
-33.980556,21.653333,2011-10-25,10968.0
-33.980556,21.653333,2011-11-29,10430.5
-33.980556,21.653333,2012-02-15,10430.5
-33.980556,21.653333,2012-04-18,10438.0
-33.980556,21.653333,2012-05-16,10438.0
-33.980556,21.653333,2012-06-12,10438.0
-33.980556,21.653333,2012-07-05,10201.5
-33.980556,21.653333,2012-08-07,10201.5
-33.980556,21.653333,2012-09-05,10201.5
-33.980556,21.653333,2012-10-03,10201.5
-33.980556,21.653333,2012-11-06,10201.5
-33.980556,21.653333,2012-12-03,10432.0
-33.980556,21.653333,2013-01-29,10432.0
-33.980556,21.653333,2013-02-28,10140.5
-33.980556,21.653333,2013-03-10,10140.5
-33.980556,21.653333,2013-03-19,9691.0
-33.980556,21.653333,2013-05-15,9974.0
-33.980556,21.653333,2013-06-12,9974.0
-33.980556,21.653333,2013-07-18,10018.0
-33.980556,21.653333,2013-08-14,10018.0
-33.980556,21.653333,2013-09-11,10384.0
-33.980556,21.653333,2013-10-08,10384.0
-34.092222,21.295278,2011-08-17,9608.5
-33.980556,21.653333,2013-12-05,22128.5
-33.980556,21.653333,2014-01-07,12222.0
-33.980556,21.653333,2014-02-18,10967.0
-33.980556,21.653333,2014-03-11,10838.5
-33.980556,21.653333,2014-04-10,10521.0
-33.980556,21.653333,2014-05-13,7937.5
-33.980556,21.653333,2014-06-10,10074.0
-33.980556,21.653333,2014-07-08,10074.0
-33.980556,21.653333,2014-08-21,10984.0
-33.980556,21.653333,2014-09-11,10996.0
-33.980556,21.653333,2014-10-14,10324.0
-33.980556,21.653333,2014-11-11,10157.0
-33.980556,21.653333,2014-12-02,10544.5
-33.980556,21.653333,2015-01-15,10696.0
-33.980556,21.653333,2015-02-17,10597.5
-33.980556,21.653333,2015-03-10,10254.0
-33.980556,21.653333,2015-04-14,10263.5
-33.980556,21.653333,2015-05-19,10611.0
-33.980556,21.653333,2015-08-18,11160.5
-33.980556,21.653333,2015-09-15,9854.0
-33.980556,21.653333,2015-10-20,9920.0
-33.980556,21.653333,2015-11-17,10666.0
-33.980556,21.653333,2015-12-09,10419.5
-24.183889,30.823889,2011-08-18,9618.5
-23.281,30.54305556,2011-08-18,10170.0
